dates,ABANCAY_000605,ACNOCOCHA_000646,ACO_155106,ACOBAMBA_000659,ACOMAYO_000687,ACORA_000644,ACOSTAMBO_000625,AGUAYTIA_000462,AIJA_000440,ALAMOR_152153,ALAO_003308,ALLPACHACA_000662,ALTO DE POCLUS_104097,AMAZONAS_000154,AMBAR_151211,ANCO_156216,ANDAHUA_157310,ANDAHUAYLAS_000669,ANDAJES_155201,ANDAMARCA_000737,ANGAMOS_000269,ANIA CABUYAL_152156,ANTA ANCACHURO_000684,ANTIOQUIA_156100,ARAHUAY_151204,ARANZA_152116,ARAPA_000783,ARDILLA (SOLANA BAJA)_152202,ARENALES_000228,ARICOTA_117054,ARRENDAMIENTOS_152139,ASUNCION_000393,AUCARA_157212,AUCAYACU_000474,AUGUSTO WEBERBAUER_000304,AUTISHA_155122,AYABACA_000237,AYAVIRI_000776,AYAVIRI_156104,AYO_157313,AZANGARO_000781,BAGAZAN_152406,BAGUA CHICA_000253,BAMBAMARCA_000362,BARRIOS_152147,BARTRA_151302,BELLAVISTA_000382,BELLAVISTA_150205,BERNAL_152100,BOCATOMA_008331,BRETAÑA_152402,BULDIBUYO_154114,CABANA_004431,CABANACONDE_000795,CABANILLAS_000780,CABO INGA_000139,CACHACHI_153223,CACHICADAN_154103,CAICAY_000809,CAIRANI_158313,CAJABAMBA_000373,CAJAS_154117,CAJATAMBO_000540,CALACOA_158308,CALANA_000807,CALLACAME_116075,CALLANCAS_153101,CAMPANILLA_003304,CAÑAVERAL_000136,CANCHACALLA_151205,CANCHAN_000457,CANCHAQUE_152118,CANDARAVE_000876,CANTA_000547,CAPACHICA_000788,CAPAZO_158326,CARAC_155203,CARAMPOMA_155223,CARANIA_156109,CARHUACAYAN_155115,CARHUANCA_156214,CARHUANILLAS_157220,CARUMAS_000873,CASA GRANDE_000344,CASAPALCA_155446,CASCAS_000355,CAYALTI_000320,CAYLLOMA_000753,CCATCCA_000690,CECCHAPAMPA_000738,CELENDIN_000371,CERRO CONDORILLO_157209,CERRO DE ARENA_105122,CERRO DE PASCO_000593,CHACCHAN_154107,CHACHAPOYAS_000375,CHACHAS_157312,CHACLLABAMBA_155518,CHAGLLA_000455,CHALACO_152112,CHALHUANCA II_007747,CHALHUANCA_000747,CHALILLA_155119,CHALLACA PLU_000009,CHALLACA_006640,CHAMANA_150900,CHANCAY BAÑOS_000395,CHAVIN_000445,CHAVIÑA_000742,CHERREPE_000313,CHICHAS_157300,CHIGNIA_152146,CHIGUATA_000847,CHILACO_000232,CHILCAYOC_156212,CHILETE_153203,CHILLIGUA_158329,CHINCHAYLLAPA_157305,CHIQUIAN_000538,CHIRIACO_000229,CHIRINOS_000260,CHITAPAMPA_156307,CHIVAY_000758,CHOCLOCOCHA_156130,CHOCO_157314,CHONTALI_000250,CHOSICA_151209,CHOTA_000303,CHOTANO LAJAS_153235,CHUAPALCA_000860,CHUGUR_153208,CHULUCANAS_000255,CHUQUIBAMBA_000750,CHUQUIBAMBILLA_000764,COALAQUE_158211,COCAS_000643,COCHABAMBA_000353,COCHALAN_152212,COCHAQUILLO_000545,COJATA_000827,COLASAY_152134,COLCABAMBA_006620,COLQUEPATA_156306,COMAS_000560,CONCHAN_000358,CONCHUCOS_000437,CONDOROMA_000710,CONIMA_157420,CONTUMAZA_000354,CORACORA_000743,CORDOVA_157101,COSPAN_003216,COTAHUASI_000749,COTAPARACO_154113,CRUCERO ALTO_000803,CRUCERO_007415,CUEVA BLANCA_153102,CUÑUMBUQUE_153311,CURAHUASI_000677,CURIBAYA_158315,CURPAHUASI_114108,CUSICANCHA_156121,CUTERVO_000352,CUYO CUYO_157418,CUZCO-BIAVO_153345,DESAGUADERO_000883,DOS DE MAYO (J. OLAYA)_153225,DOS DE MAYO_004450,EL ALTO_000209,EL CIRUELO_150003,EL ESPINAL_000340,EL FRAYLE_000849,EL LIMON_000241,EL PALTO_003332,EL PINTOR_152204,EL PORVENIR_000310,EL SALTO_000135,EL TIGRE_151100,EL VIRREY_152107,ESPINDOLA_152143,FERREÑAFE_000331,FLOR DE PUNGA_152405,FRIAS_152108,GORGOR_151208,GRANJA KAYRA_000607,GRANJA PORCON_000359,HACIENDA BIGOTE_152111,HACIENDA CHANCAY_153202,HACIENDA COLINI_157332,HACIENDA JOCOS_000372,HACIENDA LLAGADEN_153212,HACIENDA LLAUCAN_153214,HACIENDA MOROCAQUI_157330,HACIENDA PUCARA_153107,HORNADA_151509,HUAC-HUAS_151602,HUACAMARCANGA_154112,HUACAÑA_157213,HUACHOS_151503,HUALLPOCA_156225,HUAMACHUCO_000374,HUAMANI_000640,HUAMANTANGA_155209,HUAMBO_157315,HUAMBOS_000343,HUANCA_008203,HUANCABAMBA_000239,HUANCABAMBA_156223,HUANCALPI_156126,HUANCANE_000786,HUANCANO_000639,HUANCAPI_000665,HUANCARAY_156221,HUANCAS_154116,HUANCASANCOS_156218,HUANCATA_151207,HUANCAVELICA_000649,HUAÑEC_156103,HUANGACOCHA_153327,HUANGASCAR_156110,HUANTA_000660,HUANUCO_000404,HUARA DE VERAS_152119,HUARAYA MOHO_000787,HUARMACA_000248,HUAROCHIRI_000633,HUAROS_155218,HUASACACHE_000799,HUASAHUASI_000555,HUAYABAMBA_153350,HUAYAO_000635,ICHUÑA_158310,ILABAYA_000863,ILAVE_000879,IMATA_000765,INCAHUASI_000307,INCUYO_000744,INGENIO_155231,ISLA SOTO_000817,ISLA SUANA_000822,ISLA TAQUILE_000818,JACAS CHICO_000456,JAEN_000252,JANACANCHA (CAYLLOMA)_157318,JARPANA_157403,JAUJA_000503,JAYANCA_000333,JAZAN_000272,JEPELACIO_153300,JEQUETEPEQUE_000327,JESUS_000391,JILILI_152145,JULCAN_154101,JULI_000880,JULIACA_007454,LA ANGOSTURA_000754,LA CASCARILLA_000349,LA CRUZADA_155120,LA DIVISORIA_000453,LA ENCAÑADA_153331,LA FRONTERA_158332,LA LIBERTAD_150207,LA LLICA_153218,LA OROYA_000604,LA PAMPILLA_000839,LA PULPERA_157327,LA QUINUA_000663,LA TINA_000234,LA VICTORIA_000318,LACHAQUI_155217,LAGUNA COCHAQUILLO_155291,LAGUNA RAMON_150004,LAGUNA SECA_152125,LAGUNA SURASACA_155206,LAGUNILLAS_000763,LAIVE_000642,LAJAS_000356,LAMAS_000383,LAMBAYEQUE_000301,LAMPA_000779,LAMPA_157223,LANCONES_152103,LANGA_151214,LARAMARCA_156128,LARAQUERI_000889,LAREDO_000410,LAS LOMAS_152104,LAS PALMERAS DE UCAYALI_000458,LAS SALINAS_158209,LETRAYOC_156132,LIRCAY_000657,LIVES_153111,LIVITACA_157320,LLALLY_000761,LLAMA_000341,LLAPA_000388,LLATA_000461,LLAUTA_157200,LOS CEDROS_000101,LOS UROS_000782,MACHAHUAY_007308,MACHENTE_156213,MACHU PICCHU_000679,MACUSANI_000777,MADRIGAL_157317,MAGDALENA_000392,MAGUNCHAL_152210,MALACASI_002122,MALLARES_000208,MALLUCHIMPANA_157100,MALVAS_150901,MAÑAZO_000820,MANITI_150201,MARCAPOMACOCHA_000549,MATAPALO_150112,MATARA_153222,MATUCANA_000548,MAYORARCA_150903,MAZO CRUZ_000878,MILLOC_155514,MIRAFLORES_000207,MOLLEPATA_154106,MONTE GRANDE_000396,MONTEGRANDE_000249,MONTERO_152144,MOQUEGUA_000806,MORALILLO_000153,MORROPON_000235,MOTUPE_000334,MOYOBAMBA_000378,MUÑANI_000785,MUYUY_000173,NAMORA_000321,NANGAY MATALACAS_152113,NARANJILLO_000219,NIEPOS_000305,NUEVO LIMA_153312,NUÑOA_157404,OBRAJILLO_156133,OCAÑA_157202,OCROS_155105,OLLACHEA_000695,OLLEROS_152115,OLMOS_000236,OMATE_000850,ORCOPAMPA_157311,ORURILLO_157407,OTOCA_157201,OTORA_158302,OXAPAMPA_000557,OYON_000541,OYOTUN_000302,PACAYPAMPA_152114,PACCHO_155200,PACHAMACHAY_155207,PACHAS_158305,PACHIZA_000379,PAITA_000204,PALCA_158321,PALCACHACRA_000735,PALLAC_155205,PALO BLANCO_152136,PALTASHACO_152138,PAMPA DE ARRIEROS_158204,PAMPA GALERAS_000739,PAMPA LIBRE_155107,PAMPACOLCA_000751,PAMPAHUASI_157205,PAMPAHUTA_000762,PAMPAMARCA_157207,PAMPAS_000508,PAÑALA_153100,PANANGA_152101,PAPAYAL_000134,PARAJE GRANDE_150113,PARATIA_157408,PARIACANCHA_155112,PARIONA_156131,PARQUIN_155212,PARTIDOR_000216,PARURO_000686,PASABAR_000262,PASAJE SUR_105121,PASAPAMPA_152117,PAUCACORRAL_157210,PAUCARANI_158328,PAUCARAY_000792,PAUCARTAMBO_000689,PAUZA_000745,PELEJO_153322,PERENE_155421,PICHANAKI_000476,PICOTA_153313,PICOY_000542,PILCHACA_000648,PILLONES_158208,PILLUANA_153316,PIMENTEL_000300,PIRA_154110,PIRCA_155214,PISAC_000844,PIZACOMA_000881,POMABAMBA_000443,POMACANCHI_000812,PORCULLA_152132,PORPERA_157329,POZUZO_000556,PROGRESO_000778,PUCALA_000299,PUCALLPA - HUIMBAYOC_153320,PUCALLPA_000449,PUCARA_000815,PUCHACA_003114,PUENTE CHUNCHUCA_152213,PUENTE INTERNACIONAL_150002,PUERTO ALMENDRA_000152,PUERTO OCOPA_000572,PUERTO PIZARRO_000132,PUICA_157307,PULLHUAY (AYAHUASI)_157309,PUNCHANA_150208,PUNO_000708,PUQUINA_000848,PUQUIO_000736,PUSA PUSA_157322,PUTINA_157414,QUEBRADA HONDA_153211,QUEBRADA SHUGAR_153108,QUEROCOTILLO_153109,QUILCATE_000309,QUILLABAMBA_000606,QUILLISANI_157401,QUINISTAQUILLAS_158301,QUIRUVILCA_154102,RECUAY_000441,REQUE_000332,RICA PLAYA_000130,RICRAN_155229,RINCON DE LA CRUZ_000821,RIO BLANCO_151210,RIOJA_000377,RUNATULLO_005232,SACANCHE_153306,SALAMANCA_000801,SALCABAMBA_006200,SALLIQUE_002129,SALPO_000398,SAMA GRANDE_000875,SAN ANTONIO_153314,SAN BENITO_153201,SAN ELOY DE SINGAYAC_155230,SAN FELIPE_152130,SAN IGNACIO_000242,SAN JOAQUIN_152160,SAN JOSE DE PARAC_155225,SAN JOSE_000338,SAN JUAN DE CASTROVIRREYNA_156114,SAN JUAN DE HUIRPACANCHA_151506,SAN JUAN DE JARPA_000594,SAN JUAN DE LACAMACA_153213,SAN JUAN DE LOS ALISOS_152135,SAN JUAN DE YANAC_156113,SAN JUAN_000369,SAN LAZARO DE ESCOMARCA_156102,SAN LORENZO_152102,SAN MARCOS_000370,SAN MATEO DE HUANCHOR_111175,SAN MIGUEL_000247,SAN MIGUEL_000308,SAN MIGUEL_000666,SAN PABLO_000319,SAN PABLO_153307,SAN PEDRO DE CACHI_006205,SAN PEDRO DE CECCHA_157211,SAN PEDRO DE CHUCLU_155228,SAN PEDRO DE HUACARPANA_000857,SAN PEDRO DE PILAS_151212,SAN PEDRO_150001,SAN RAFAEL_000552,SAN RAMON_000278,SAN REGIS_150212,SAN ROQUE_000176,SANCOS_000740,SANTA ANA_000477,SANTA CATALINA DE PULAN_153200,SANTA CLOTILDE_000177,SANTA CRUZ_000351,SANTA CRUZ_155202,SANTA EULALIA_155213,SANTA LUCIA_000865,SANTA ROSA_000823,SANTIAGO ANTUNEZ DE MAYOLO_000426,SANTIAGO DE CHOCORVOS_156123,SANTIAGO DE CHUCO_000436,SANTIAGO DE TUNA_155224,SANTO DOMINGO_002110,SANTO TOMAS_000752,SAPILLICA_152106,SAPOSOA_000211,SAUCE_000385,SAUSAL DE CULUCAN_000238,SAYAPULLO_150700,SHAMBOYACU_153326,SHANAO_153328,SHANUSI_153315,SHEQUE_151213,SHULLCAS_155480,SIBAYO_000755,SICCHEZ_152141,SICUANI_000759,SIHUAS_154111,SINSICAP_153206,SINTO_000645,SIPAN_000306,SITAJARA_158318,SONDOR-MATARA_000323,SONDORILLO_152126,SUMBAY_157328,SUSAPAYA_158317,SUYO_152105,TABACONAS_000240,TABALOSOS_000322,TACABAMBA_000360,TACALPO_152137,TACAMA_000794,TAHUACO - YUNGUYO_000882,TALABAYA_158323,TALLA (GUADALUPE)_000325,TAMBO_156122,TAMBOBAMBA_000811,TANTA_156106,TANTARA_151507,TARACO_000816,TARAPOTO_000401,TARATA_000877,TARMA_000554,TEJEDORES_000202,TELEPACCHA_156120,TICRAPO_156117,TIMICURILLO_150204,TINAJONES_000335,TINGO DE PONAZA_000297,TINGO MARIA_000468,TINGO_155111,TIPULCO_152124,TISCO_157325,TOCACHE_000447,TOCMOCHE_153103,TOQUELA_158325,TOTORA_156119,TULUMAYO_000469,TUMILACA_158314,TUNEL CERO_000647,TUPE_155219,UBINAS_000851,UDIMA_153110,UMAYO_157412,UNJF SANCHEZ CARRION - HUACHO_111163,URCOS_000688,URUBAMBA_000683,VADO GRANDE_152149,VILACOTA_000861,VILCA_156111,VILCASHUAMAN_156211,VIQUES_000608,WAYLLAPAMPA_000664,YANAHUANCA_000475,YANAQUIHUA_000864,YANQUE_157321,YAURI_000757,YAURICOCHA_155450,YAUYOS_000636,YUCAY_000674,YUNGAY_000444,ZARUMILLA_000133,ZURITE_000682,GRANJA SAN ANTONIO_47263360,TONGORRAPE_47201542,DIQUE DE LOS ESPAÑOLES_204612,PAÑE_000760,TUTI_EMA-TUTI,PALACO_P220,CHILICOCHA_P221,YAURICOCHA_P215,CERCAPUQUIO_P210,HUICHICOCHA_P209,PACHACAYO_P216,UPAMAYO_P201,TELLERIA_P211,TAMBO DEL SOL_P235,JUNIN_P236,ANTA_B3,CHANCOS_155406,CULLICOCHA_M6,LLANGANUCO_155404,MINA_B1,PACCHAC_B2,PACHACOTO_155414,PARON_155402,QUEROCOCHA_000429,SHACAYPAMPA_155411,CAMILACA_158306,VISVIRI_1000005,HUMAPALCA_1200003,ALCERRECA_1201010,RIO LLUTA EN ALCERRECA_1201003,PACOLLO_1202009,PUTRE (DCP)_1202012,PUTRE_1202010
1970-01-01T00:00:00Z,NA,NA,94.6,300.8,215.4,73.18032786885246,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.6,NA,199.1,147.7,120.79666666666665,NA,NA,163.5,66.5,NA,65.5,161.3,NA,NA,NA,NA,NA,211.5,NA,71,NA,145.0393442622951,NA,412.2,19.2,134.04827586206898,NA,78.5,NA,NA,242,197.48524590163933,NA,0.3,NA,NA,NA,NA,147.2,86.7,NA,NA,184,NA,NA,NA,NA,NA,127.9,NA,NA,NA,NA,NA,NA,NA,116.7,21.4,183.5606557377049,NA,NA,146.3,178.7,NA,260.8,157.5,246.98360655737704,NA,NA,NA,31,NA,208.8,NA,259.4,147.6,167.4,NA,NA,108.4,NA,79.3,NA,NA,156.9,167.1,NA,142.8,NA,NA,NA,NA,NA,207.7,NA,313.6,NA,17.3,7.2,NA,24.5,NA,NA,145.2,NA,NA,121.1,NA,NA,108.1,NA,NA,NA,NA,NA,NA,NA,105.3,NA,NA,195.6,30,NA,NA,NA,127.5,NA,152.1,167.8,83.6,27,NA,166.6,60.7,176,244.5,NA,108.1,NA,130.5,NA,NA,142,171.4,NA,NA,165.8,NA,NA,NA,NA,NA,NA,NA,NA,15.600000000000001,NA,8,NA,NA,107.6,NA,41,0,NA,0,NA,191.4,NA,169.3,NA,2.947540983606557,44.9,NA,105.6,NA,80.4,201.7,NA,NA,NA,NA,131.3,NA,NA,111.6,50.9,NA,50.1,66.8,27.5,NA,231.8,NA,164.1,26.400000000000002,126.6,320.7,NA,NA,NA,NA,NA,NA,245.8,130.3,29.4,179.1,NA,120.8,NA,NA,NA,NA,NA,NA,218.3,NA,138.9,NA,69.5,158.6,240.7,NA,NA,NA,NA,NA,120.3,NA,NA,0.3,NA,135.5,NA,NA,NA,151,NA,NA,206.8,NA,282.3,NA,NA,NA,NA,NA,NA,NA,NA,354.7,NA,NA,NA,NA,NA,NA,NA,184.9,185.5,42,236,0,142.9,84.8,3.2,NA,236.8,NA,3.7,19,NA,NA,NA,184.6,66.1,243.1,202,105,166.1,79.8,137.6,10.7,NA,183.2,NA,NA,NA,NA,34.4,NA,NA,NA,78.4,NA,NA,NA,279.5,NA,106.9,106.9,NA,124.6,NA,NA,117.1,NA,NA,NA,0,NA,18.2,4.5,NA,NA,278,NA,83,NA,NA,NA,NA,NA,93.7,297.7,NA,168.5,6.6,18.900000000000002,160.1,211.5,48,35.7,NA,116.8,29,98.2,NA,NA,120.6,388.3,NA,NA,NA,170,NA,NA,45.3,135,NA,98.3,197.1,NA,102.5,NA,0,3.5999999999999996,63.62622950819672,NA,NA,255.9,NA,165.4,2.79,NA,NA,NA,91.9,465.8,NA,NA,NA,57.9,NA,NA,NA,209.5,NA,NA,136.8,94.9,0.9,NA,NA,NA,NA,NA,NA,NA,251.2,138.5,142.2,NA,396.2,NA,125.89999999999999,NA,NA,NA,NA,145.85245901639345,53,NA,NA,NA,142.4,NA,189.8,216.6,NA,NA,NA,NA,NA,NA,NA,26.4,NA,126.9,1.0163934426229508,22,121,NA,NA,207.8,NA,221,102.3,NA,68,188.1,0,NA,45.7,203.29999999999998,53,NA,NA,NA,0,152.1,NA,NA,NA,NA,NA,161,223.29999999999998,NA,95.1344262295082,NA,NA,NA,186.6,NA,188.2,NA,249.2,145.3,178.9,NA,NA,NA,280.2,NA,NA,160.1,NA,145.3,NA,59.7,NA,93.1,NA,NA,NA,NA,125,185.5,124.2,NA,113.6,255.5,NA,43.9,NA,NA,NA,274.5,NA,NA,NA,NA,172.3,NA,96.4,517.2407407407408,NA,8.6,NA,38.3,NA,12.6,20,142.3,NA,90.2,NA,NA,NA,NA,NA,214.3,NA,335.9,NA,128.5,NA,46.1,82.40363636363637,6.6,166.3,148.5,NA,NA,178.2,284.4,NA,NA,139.5,293.3,71,NA,NA,454.4,0,NA,0,94.9,91.5,147.8,NA,167,74,NA,NA,NA,346.4,NA,166.4542372881356,NA,94.1,131.8,NA,NA,NA,NA,NA,52,168.1,NA,NA,NA,183.7,NA,97,168.6,158.6,142.8,163.4,126.1,194.3,132,130.2,245.6,NA,80.8,NA,162.3,NA,NA,113,62.6,212.8,111.9,23.2,33,NA,NA,NA,NA,NA,25.2
1970-02-01T00:00:00Z,NA,NA,8.8,137.8,86.1,5,NA,NA,NA,NA,NA,133,NA,NA,NA,109.6,NA,52.6,43.2,73,NA,NA,126.4,1.5,NA,78.5,89.4,NA,NA,NA,NA,NA,109.9,NA,41.800000000000004,NA,189.6,NA,284.8,15.2,42.8,NA,54.5,NA,NA,119,45.8,NA,0.3,NA,NA,NA,NA,86,121.4,NA,NA,30.4,NA,NA,59.8,NA,NA,87.7,NA,NA,NA,NA,NA,NA,NA,80.7,77.1,40.9,96.6,NA,47.7,7.8,NA,144.5,104.1,NA,NA,NA,NA,0,NA,217.4,NA,127.4,51.1,140.5,NA,NA,9.1,NA,62,NA,NA,70.5,145.4,NA,18.4,NA,NA,NA,NA,NA,116.4,NA,162.8,NA,29.1,6,NA,3.8,NA,NA,91.2,NA,NA,70.3,NA,NA,81.4,NA,NA,NA,NA,NA,NA,NA,40.8,NA,NA,64.6,42,NA,NA,94,165,NA,114,116.2,69,52.4,NA,201.2,35.8,84,87,NA,59.3,NA,105.5,NA,NA,73,74.2,NA,NA,148.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,49.6,NA,NA,66.5,NA,71.39999999999999,0.7,NA,0,NA,241.8,NA,92.6,NA,NA,30.400000000000002,NA,61.9,NA,33.6,140,NA,NA,NA,NA,98.8,NA,NA,46.1,0,NA,96.5,53.5,24.8,NA,64,NA,71.4,0.7,91.2,134.9,NA,NA,NA,NA,NA,NA,16.400000000000002,28.6,43.9,188.1,154.7,87.3,NA,NA,NA,NA,NA,NA,115.4,NA,143.3,87.3,45,85.5,121,NA,NA,NA,NA,NA,171.15636363636364,NA,NA,0,NA,81.5,NA,NA,NA,0,NA,NA,214.1,NA,169.8,NA,NA,NA,NA,NA,NA,NA,NA,100.7,59.6,NA,NA,NA,NA,NA,NA,149.7,112,59,55.9,0,107.7,54,12.5,NA,92.5,NA,0,0,NA,NA,NA,117.89999999999999,26.5,234.6,162.2,87.3,61.3,69.7,19,30.1,NA,107.3,NA,328.8,NA,95.9,26.2,NA,NA,NA,5.9,NA,NA,NA,132.6,NA,50.59999999999999,8.9,NA,96.5,NA,NA,19.6,NA,NA,NA,0.4,NA,0,0,NA,NA,231,NA,89,NA,NA,NA,NA,NA,39.2,13.5,NA,91.7,0.6,24.6,133.46666666666664,92.2,12.3,6.7,NA,52.1,20,162.1,NA,NA,33.1,143.36,NA,NA,NA,32.5,NA,NA,34.9,57.300000000000004,NA,51.8,86.9,140.5,92.2,NA,0,1.5,44.9,NA,NA,80.5,NA,79.6,1.5,79.8,NA,NA,131.8,52,NA,NA,NA,45,NA,NA,NA,104,NA,NA,107.2,71,0,NA,NA,NA,NA,NA,NA,NA,151.4,207.8,89.4,NA,236.8,NA,55.4,NA,NA,NA,NA,134.7,30,NA,NA,NA,55.5,NA,69.4,182.9,NA,NA,NA,NA,NA,NA,NA,2.599999999999999,NA,57.1,1.018181818181818,73.30909090909091,80.3,NA,NA,111.6,NA,90,62,NA,64,20.2,0,NA,13.2,130.9,123,NA,NA,NA,0,27.4,NA,NA,NA,NA,NA,96.4,33.2,NA,37.2,NA,NA,NA,51.1,NA,58.1,NA,59.9,94.5,17.818181818181817,NA,NA,NA,245.10000000000005,NA,NA,18.2,NA,62.3,NA,32.1,NA,5.9,NA,NA,NA,NA,33,5.294545454545454,73.4,NA,79,93.7,NA,34.9,NA,NA,NA,128.3,NA,NA,NA,NA,139.5,NA,19.7,NA,NA,0,NA,11.7,NA,5,45.1,135.5,NA,68.5,NA,NA,NA,NA,NA,103.39999999999999,NA,18,NA,79.9,NA,36.1,33.9,1.4,66.2,61.7,NA,NA,47.5,222.5,NA,NA,150.5,355.6,73,NA,NA,439.8,0,NA,0,40.9309090909091,49,133,NA,57,15,NA,NA,NA,108.7,NA,151.1,NA,45.2,76.9,NA,NA,NA,NA,NA,46.7,109.7,NA,NA,NA,171.4,NA,82.7,52.6,89.1,80.2,52,87.9,89.6,94.2,85.8,141.9,NA,43.7,NA,54.5,NA,NA,89.3,112.7,129.5,46.2,7.2,71,NA,NA,NA,NA,NA,3.7
1970-03-01T00:00:00Z,NA,NA,25.7,87.81639344262295,150.5,10,NA,NA,73.5,NA,NA,123.3,NA,NA,NA,122.7,NA,113.9,88.7,83.80333333333333,NA,NA,95.6,7,NA,89.7,144.4,NA,NA,NA,NA,NA,127.5,NA,79.9,NA,168.55593220338986,NA,245.9,6.3,96.1,NA,84.1,NA,NA,378.4,146.7,NA,0.7,NA,NA,NA,NA,81.5,150.3,NA,NA,91,NA,NA,96.3,NA,NA,60.9,NA,NA,NA,NA,NA,NA,NA,82.7,42.68852459016394,77.4,121.6,NA,31.5,62.300000000000004,NA,139.1,94.2,NA,NA,NA,NA,50.1,NA,164.1,NA,144.4,113.6,127.3,NA,NA,41.199999999999996,NA,25.9,NA,NA,226.2,162.1,NA,74.7,NA,NA,NA,NA,NA,64.2,NA,31,NA,27.8,34,NA,30.1,NA,NA,114.7,NA,NA,122.7,NA,NA,4.878688524590164,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,76.1,34,NA,NA,106.6,78,NA,120.3,56.9,45.8,74.7,NA,120.7,95.1,50.81967213114754,45.6,NA,28.2,NA,170,NA,NA,244,73.4,NA,NA,156.5,NA,NA,NA,100.3,NA,NA,NA,NA,52.2,NA,17.6,NA,NA,190.3,NA,15.1,3.6,NA,3,NA,253.2,NA,129.7,NA,NA,64.1,155.3,74.5,93.71147540983607,59.3,62.8,NA,NA,NA,NA,135.7,NA,NA,102.10000000000001,0,NA,69.3,44.5,0.30000000000000004,NA,104,NA,90.4,3.9,107.9,115,NA,NA,NA,NA,NA,NA,26.6,54.5,36,115.5,167.6,97.1,NA,NA,NA,NA,NA,NA,161.2,NA,176.9,130.1,79,53.4,118,NA,NA,NA,NA,140.3,NA,NA,NA,3.6,NA,224.2,NA,NA,NA,185,NA,NA,168.8,NA,155.9,NA,NA,NA,NA,NA,NA,NA,NA,110.2,46.8,NA,NA,NA,NA,NA,NA,146.2,126.60000000000001,103.5,278.1868852459016,5.3,126.3,40.5,15.100000000000001,NA,48.5,140.3,1.5,49.5,NA,NA,NA,83.7,62.6,237.5,161,122,118.2,91,20.1,10.2,195.2,57.6,NA,287.7,NA,105.6,46.6,NA,NA,NA,11.700000000000001,NA,NA,NA,100,NA,51,35.4,NA,103,NA,NA,82.1,NA,NA,NA,0,NA,0,6.7,NA,NA,212,NA,105.2,NA,NA,NA,NA,NA,NA,540.9,NA,134.9,5.5,8.2,235,128.5,14.1,0.1,NA,102,29.7,137,NA,NA,53.3,243.3,NA,NA,NA,62.5,NA,NA,38.3,82.35666666666667,NA,35.4,115.8,169.6,90.8,NA,3,1.03,30.9,NA,NA,85.5,NA,83.39999999999999,15.713793103448275,115,NA,NA,121,115.3,NA,NA,NA,25.5,NA,NA,NA,115,NA,NA,160.9,254,4.6,NA,NA,NA,NA,NA,NA,NA,151.9,222.5,123.5,NA,291.4,NA,139.6,NA,NA,NA,NA,153.8,11,NA,NA,NA,189.5,NA,67.6,110.6,NA,NA,NA,NA,NA,NA,NA,2.4,NA,86.9,14,20.83606557377049,60.8,NA,NA,214.1,NA,251,30.599999999999998,NA,125,106.2,1,NA,78.1,191.7,17,NA,NA,NA,2.1,13.8,NA,NA,NA,NA,NA,120.79666666666667,84.9,NA,82.8,NA,NA,NA,51.5,NA,185,NA,77.1,77.4,NA,NA,NA,NA,283.3,NA,NA,20.900000000000002,NA,171.6,NA,87.5,39.9,31.2,NA,NA,NA,NA,75,20.4,228.9,NA,100,290.3,NA,69.6,NA,NA,NA,110.3,NA,NA,138.6,NA,141.29999999999998,NA,49.1,163.5,NA,47.8,NA,53.8,NA,27,49,117.3,NA,164.6,NA,NA,NA,NA,3.5,134.8,NA,135.5,NA,83.6,NA,25.6,32.3,13.6,62.1,48.1,NA,NA,98.2,357.5,NA,NA,138.5,193.7,141,NA,NA,289.6,0,NA,320,52.5,145,153.1,NA,157,15.245901639344263,NA,NA,NA,122.7,NA,355.8169491525424,NA,16.2,150.9,NA,NA,NA,NA,NA,19,67.1,NA,NA,NA,130.8,NA,48.7,108.5,130.8,99.3,75.6,109.5,105,41.7,83.4,158.7,NA,96,NA,0,NA,NA,83.8,115.3,105.2,90.8,0,39.5,NA,NA,NA,NA,NA,42.5
